epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,93.6641,1.43348,2.92613,1.23488,0.8567,0.17476,0.33572,0.23567,1.05259,2.52004,1.03272,0.00026,0.00026,0.00026
