variant,model_name,test_detection_precision_mean,test_detection_precision_std,test_detection_precision_min,test_detection_precision_max,test_detection_recall_mean,test_detection_recall_std,test_detection_recall_min,test_detection_recall_max,test_detection_mAP50_mean,test_detection_mAP50_std,test_detection_mAP50_min,test_detection_mAP50_max,test_detection_mAP50_95_mean,test_detection_mAP50_95_std,test_detection_mAP50_95_min,test_detection_mAP50_95_max,test_count_mae_mean,test_count_mae_std,test_count_mae_min,test_count_mae_max,test_count_rmse_mean,test_count_rmse_std,test_count_rmse_min,test_count_rmse_max,test_count_r2_mean,test_count_r2_std,test_count_r2_min,test_count_r2_max,test_count_exact_match_rate_mean,test_count_exact_match_rate_std,test_count_exact_match_rate_min,test_count_exact_match_rate_max
yolo11n,yolo11n.pt,0.7672551633280732,0.013665433163459926,0.7527600367236259,0.7799029620034795,0.8606168899131906,0.013408144906673728,0.8499282711505067,0.8756613756613757,0.8479396309292593,0.0030041430751062315,0.8451363157068024,0.8511107357531404,0.6823389404472492,0.0023085341026104008,0.6801812380780393,0.6847733616475098,7.992592592592593,1.7053775995953646,6.066666666666666,9.311111111111112,19.369232210310006,4.893798665110159,14.269625861325945,24.027299288748853,0.7330722847714258,0.12751383941323355,0.6060158448995439,0.8610386537901582,0.3259259259259259,0.03394500514782103,0.28888888888888886,0.35555555555555557
yolov8n,yolov8n.pt,0.771204362921892,0.008322367657111512,0.7635646026593449,0.780072742906413,0.8718836971855909,0.010691070329322204,0.8597883597883598,0.8800705467372134,0.860041142502753,0.009563735239230072,0.8491467377256724,0.867053269854649,0.6966410207514152,0.009688951750198977,0.6854533166541148,0.7022822414724084,10.08148148148148,1.5460556477189367,8.577777777777778,11.666666666666666,22.36073696855047,4.193453496086416,18.261069702146877,26.642071991494955,0.6507742486007312,0.1289466404814826,0.5155992186741726,0.772426720372707,0.3481481481481481,0.025660011963983348,0.3333333333333333,0.37777777777777777
