variant,model_name,seed,run_name,run_dir,weights_path,best_confidence_for_counting,test_detection_precision,test_detection_recall,test_detection_mAP50,test_detection_mAP50_95,test_count_mae,test_count_rmse,test_count_r2,test_count_exact_match_rate,val_count_mae,val_count_rmse,val_count_r2,epoch_count,best_val_epoch,best_val_precision,best_val_recall,best_val_mAP50,best_val_mAP50_95
yolo11n,yolo11n.pt,0,yolo_multiseed_strengthening_yolo11n_seed0,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolo11n_seed0,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolo11n_seed0/weights/best.pt,0.4,0.7691024912571142,0.8562610229276896,0.8511107357531404,0.6847733616475098,8.6,19.810771480855223,0.7321623556245753,0.28888888888888886,3.019230769230769,8.563114099258696,0.8976652148129338,20,20,0.77717,0.87517,0.8716,0.70699
yolo11n,yolo11n.pt,1,yolo_multiseed_strengthening_yolo11n_seed1,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolo11n_seed1,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolo11n_seed1/weights/best.pt,0.4,0.7799029620034795,0.8499282711505067,0.8475718413278351,0.6801812380780393,9.311111111111112,24.027299288748853,0.6060158448995439,0.3333333333333333,2.6153846153846154,8.757414441049807,0.8929684963739786,20,20,0.76101,0.88072,0.87963,0.71654
yolo11n,yolo11n.pt,2,yolo_multiseed_strengthening_yolo11n_seed2,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolo11n_seed2,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolo11n_seed2/weights/best.pt,0.4,0.7527600367236259,0.8756613756613757,0.8451363157068024,0.6820622216161987,6.066666666666666,14.269625861325945,0.8610386537901582,0.35555555555555557,3.423076923076923,10.898129691338362,0.8342460966914974,20,20,0.77197,0.87335,0.86737,0.70318
yolov8n,yolov8n.pt,0,yolo_multiseed_strengthening_yolov8n_seed0,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolov8n_seed0,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolov8n_seed0/weights/best.pt,0.4,0.780072742906413,0.8757921850311992,0.8639234199279375,0.7022822414724084,8.577777777777778,18.261069702146877,0.772426720372707,0.37777777777777777,4.269230769230769,12.108483993274493,0.7953841064080271,20,20,0.79497,0.84605,0.87787,0.72055
yolov8n,yolov8n.pt,1,yolo_multiseed_strengthening_yolov8n_seed1,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolov8n_seed1,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolov8n_seed1/weights/best.pt,0.4,0.7635646026593449,0.8597883597883598,0.8491467377256724,0.6854533166541148,11.666666666666666,26.642071991494955,0.5155992186741726,0.3333333333333333,5.096153846153846,14.99935896066126,0.686017662758068,20,20,0.76732,0.86685,0.86674,0.70958
yolov8n,yolov8n.pt,2,yolo_multiseed_strengthening_yolov8n_seed2,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolov8n_seed2,/workspace/reports/yolo_runs/yolo_multiseed_strengthening_yolov8n_seed2/weights/best.pt,0.4,0.7699757431999177,0.8800705467372134,0.867053269854649,0.7021875041277225,10.0,22.179069212009576,0.664296806755314,0.3333333333333333,3.980769230769231,10.529263251309876,0.8452766754252724,20,20,0.78303,0.88766,0.88372,0.7206
